Rank,City_country,Attribute,Value
313,"Shanghai, China",Levi 501 Jeans,56.55
313,"Shanghai, China",Nike runners,83.6
314,"Maribor, Slovenia",Food,64.92
314,"Maribor, Slovenia",Cigarettes 20 Pack,5.99
314,"Maribor, Slovenia",Public Transport,68.06
314,"Maribor, Slovenia",Petrol 50L ,43
314,"Maribor, Slovenia",Utility bills ,165.33
314,"Maribor, Slovenia",Internet 60mbps ,91.51
314,"Maribor, Slovenia",Gym monthly ,54.18
314,"Maribor, Slovenia",Cinema (1 ticket),12.25
314,"Maribor, Slovenia",Levi 501 Jeans,45.21
314,"Maribor, Slovenia",Nike runners,68.23
315,"Kuwait City, Kuwait",Food,87.98
315,"Kuwait City, Kuwait",Cigarettes 20 Pack,6.13
315,"Kuwait City, Kuwait",Public Transport,95.29
315,"Kuwait City, Kuwait",Petrol 50L ,55
315,"Kuwait City, Kuwait",Utility bills ,192.01
315,"Kuwait City, Kuwait",Internet 60mbps ,97.02
315,"Kuwait City, Kuwait",Gym monthly ,74.01
315,"Kuwait City, Kuwait",Cinema (1 ticket),12.8
315,"Kuwait City, Kuwait",Levi 501 Jeans,64.43
315,"Kuwait City, Kuwait",Nike runners,85.92
316,"Murcia, Spain",Food,68.59
316,"Murcia, Spain",Cigarettes 20 Pack,4.89
316,"Murcia, Spain",Public Transport,41.88
316,"Murcia, Spain",Petrol 50L ,78
316,"Murcia, Spain",Utility bills ,157.64
316,"Murcia, Spain",Internet 60mbps ,19.89
316,"Murcia, Spain",Gym monthly ,37.92
316,"Murcia, Spain",Cinema (1 ticket),5.58
316,"Murcia, Spain",Levi 501 Jeans,72.59
316,"Murcia, Spain",Nike runners,68.8
317,"Las Palmas de Gran Canaria, Spain",Food,71.46
317,"Las Palmas de Gran Canaria, Spain",Cigarettes 20 Pack,4.89
317,"Las Palmas de Gran Canaria, Spain",Public Transport,50.26
317,"Las Palmas de Gran Canaria, Spain",Petrol 50L ,90.5
317,"Las Palmas de Gran Canaria, Spain",Utility bills ,201.27
317,"Las Palmas de Gran Canaria, Spain",Internet 60mbps ,25.28
317,"Las Palmas de Gran Canaria, Spain",Gym monthly ,43.75
317,"Las Palmas de Gran Canaria, Spain",Cinema (1 ticket),6.98
317,"Las Palmas de Gran Canaria, Spain",Levi 501 Jeans,85.98
317,"Las Palmas de Gran Canaria, Spain",Nike runners,83.8
318,Data Unavailable for this city,No data for this city,0
319,"Sharjah, United Arab Emirates",Food,57.64
319,"Sharjah, United Arab Emirates",Cigarettes 20 Pack,5.37
319,"Sharjah, United Arab Emirates",Public Transport,31.61
319,"Sharjah, United Arab Emirates",Petrol 50L ,106.5
319,"Sharjah, United Arab Emirates",Utility bills ,100.12
319,"Sharjah, United Arab Emirates",Internet 60mbps ,36.56
319,"Sharjah, United Arab Emirates",Gym monthly ,37.63
319,"Sharjah, United Arab Emirates",Cinema (1 ticket),7.38
319,"Sharjah, United Arab Emirates",Levi 501 Jeans,73.41
319,"Sharjah, United Arab Emirates",Nike runners,79.56
320,"Santiago, Chile",Food,68.61
320,"Santiago, Chile",Cigarettes 20 Pack,6.23
320,"Santiago, Chile",Public Transport,51.95
320,"Santiago, Chile",Petrol 50L ,31.5
320,"Santiago, Chile",Utility bills ,89.02
320,"Santiago, Chile",Internet 60mbps ,77.24
320,"Santiago, Chile",Gym monthly ,43.87
320,"Santiago, Chile",Cinema (1 ticket),10.39
320,"Santiago, Chile",Levi 501 Jeans,52.76
320,"Santiago, Chile",Nike runners,86.33
321,Data Unavailable for this city,No data for this city,0
322,"Santa Cruz de Tenerife, Spain",Food,56.14
322,"Santa Cruz de Tenerife, Spain",Cigarettes 20 Pack,5.16
322,"Santa Cruz de Tenerife, Spain",Public Transport,36.88
322,"Santa Cruz de Tenerife, Spain",Petrol 50L ,107
322,"Santa Cruz de Tenerife, Spain",Utility bills ,81.56
322,"Santa Cruz de Tenerife, Spain",Internet 60mbps ,33.72
322,"Santa Cruz de Tenerife, Spain",Gym monthly ,45.31
322,"Santa Cruz de Tenerife, Spain",Cinema (1 ticket),7.32
322,"Santa Cruz de Tenerife, Spain",Levi 501 Jeans,66.74
322,"Santa Cruz de Tenerife, Spain",Nike runners,67.83
323,"Kosice, Slovakia",Food,74.53
323,"Kosice, Slovakia",Cigarettes 20 Pack,4.74
323,"Kosice, Slovakia",Public Transport,52.69
323,"Kosice, Slovakia",Petrol 50L ,100.5
323,"Kosice, Slovakia",Utility bills ,304.7
323,"Kosice, Slovakia",Internet 60mbps ,17.79
323,"Kosice, Slovakia",Gym monthly ,40.83
323,"Kosice, Slovakia",Cinema (1 ticket),9.48
323,"Kosice, Slovakia",Levi 501 Jeans,66.49
323,"Kosice, Slovakia",Nike runners,72.28
324,"Georgetown, Guyana",Food,64.98
324,"Georgetown, Guyana",Cigarettes 20 Pack,5.53
324,"Georgetown, Guyana",Public Transport,42.15
324,"Georgetown, Guyana",Petrol 50L ,104.5
324,"Georgetown, Guyana",Utility bills ,121.38
324,"Georgetown, Guyana",Internet 60mbps ,35.72
324,"Georgetown, Guyana",Gym monthly ,39.79
324,"Georgetown, Guyana",Cinema (1 ticket),7.38
324,"Georgetown, Guyana",Levi 501 Jeans,83.37
324,"Georgetown, Guyana",Nike runners,75.08
325,"Beijing, China",Food,72.77
325,"Beijing, China",Cigarettes 20 Pack,3.56
325,"Beijing, China",Public Transport,28.47
325,"Beijing, China",Petrol 50L ,60
325,"Beijing, China",Utility bills ,66
325,"Beijing, China",Internet 60mbps ,17.07
325,"Beijing, China",Gym monthly ,63.49
325,"Beijing, China",Cinema (1 ticket),8.54
325,"Beijing, China",Levi 501 Jeans,70.49
325,"Beijing, China",Nike runners,88.21
326,"Moscow, Russia",Food,74.23
326,"Moscow, Russia",Cigarettes 20 Pack,5.93
326,"Moscow, Russia",Public Transport,42.15
326,"Moscow, Russia",Petrol 50L ,85
326,"Moscow, Russia",Utility bills ,113.76
326,"Moscow, Russia",Internet 60mbps ,39.95
326,"Moscow, Russia",Gym monthly ,45.44
326,"Moscow, Russia",Cinema (1 ticket),8.38
326,"Moscow, Russia",Levi 501 Jeans,77.06
326,"Moscow, Russia",Nike runners,64.1
327,"Sofia, Bulgaria",Food,71.22
327,"Sofia, Bulgaria",Cigarettes 20 Pack,5.27
327,"Sofia, Bulgaria",Public Transport,42.1
327,"Sofia, Bulgaria",Petrol 50L ,92
327,"Sofia, Bulgaria",Utility bills ,128.41
327,"Sofia, Bulgaria",Internet 60mbps ,34.91
327,"Sofia, Bulgaria",Gym monthly ,46.45
327,"Sofia, Bulgaria",Cinema (1 ticket),8.54
327,"Sofia, Bulgaria",Levi 501 Jeans,80.35
327,"Sofia, Bulgaria",Nike runners,74.51
328,"Rijeka, Croatia",Food,66.83
328,"Rijeka, Croatia",Cigarettes 20 Pack,4.87
328,"Rijeka, Croatia",Public Transport,45.27
328,"Rijeka, Croatia",Petrol 50L ,67
328,"Rijeka, Croatia",Utility bills ,138.18
328,"Rijeka, Croatia",Internet 60mbps ,23.72
328,"Rijeka, Croatia",Gym monthly ,34.63
328,"Rijeka, Croatia",Cinema (1 ticket),5.94
328,"Rijeka, Croatia",Levi 501 Jeans,48.17
328,"Rijeka, Croatia",Nike runners,61.22
329,Data Unavailable for this city,No data for this city,0
330,"Zaragoza (Saragossa), Spain",Food,52.67
330,"Zaragoza (Saragossa), Spain",Cigarettes 20 Pack,4
330,"Zaragoza (Saragossa), Spain",Public Transport,12
330,"Zaragoza (Saragossa), Spain",Petrol 50L ,37.5
330,"Zaragoza (Saragossa), Spain",Utility bills ,168.33
330,"Zaragoza (Saragossa), Spain",Internet 60mbps ,202.38
330,"Zaragoza (Saragossa), Spain",Gym monthly ,57.25
330,"Zaragoza (Saragossa), Spain",Cinema (1 ticket),4
330,"Zaragoza (Saragossa), Spain",Levi 501 Jeans,24.09
330,"Zaragoza (Saragossa), Spain",Nike runners,57.32
331,"Funchal, Portugal",Food,77.48
331,"Funchal, Portugal",Cigarettes 20 Pack,4.87
331,"Funchal, Portugal",Public Transport,23.71
331,"Funchal, Portugal",Petrol 50L ,90.5
331,"Funchal, Portugal",Utility bills ,216.67
331,"Funchal, Portugal",Internet 60mbps ,27.58
331,"Funchal, Portugal",Gym monthly ,44.93
331,"Funchal, Portugal",Cinema (1 ticket),8.19
331,"Funchal, Portugal",Levi 501 Jeans,97.21
331,"Funchal, Portugal",Nike runners,70.09
332,"Budapest, Hungary",Food,71.55
332,"Budapest, Hungary",Cigarettes 20 Pack,3.5
332,"Budapest, Hungary",Public Transport,20
332,"Budapest, Hungary",Petrol 50L ,57
332,"Budapest, Hungary",Utility bills ,37.14
332,"Budapest, Hungary",Internet 60mbps ,165
332,"Budapest, Hungary",Gym monthly ,16.67
332,"Budapest, Hungary",Cinema (1 ticket),1.12
332,"Budapest, Hungary",Levi 501 Jeans,55.5
332,"Budapest, Hungary",Nike runners,79.17
333,"San Salvador, El Salvador",Food,48.7
333,"San Salvador, El Salvador",Cigarettes 20 Pack,5.5
333,"San Salvador, El Salvador",Public Transport,20.87
333,"San Salvador, El Salvador",Petrol 50L ,38
333,"San Salvador, El Salvador",Utility bills ,41.9
333,"San Salvador, El Salvador",Internet 60mbps ,37.62
333,"San Salvador, El Salvador",Gym monthly ,41.46
333,"San Salvador, El Salvador",Cinema (1 ticket),6.06
333,"San Salvador, El Salvador",Levi 501 Jeans,54.06
333,"San Salvador, El Salvador",Nike runners,100
334,"Klaipeda, Lithuania",Food,67.43
334,"Klaipeda, Lithuania",Cigarettes 20 Pack,4.69
334,"Klaipeda, Lithuania",Public Transport,31.61
334,"Klaipeda, Lithuania",Petrol 50L ,79.5
334,"Klaipeda, Lithuania",Utility bills ,218.14
334,"Klaipeda, Lithuania",Internet 60mbps ,34.6
334,"Klaipeda, Lithuania",Gym monthly ,33.53
334,"Klaipeda, Lithuania",Cinema (1 ticket),7.38
334,"Klaipeda, Lithuania",Levi 501 Jeans,75.27
334,"Klaipeda, Lithuania",Nike runners,76.19
335,Data Unavailable for this city,No data for this city,0
336,"Saint Petersburg, Russia",Food,64.91
336,"Saint Petersburg, Russia",Cigarettes 20 Pack,7.45
336,"Saint Petersburg, Russia",Public Transport,31.92
336,"Saint Petersburg, Russia",Petrol 50L ,30.5
336,"Saint Petersburg, Russia",Utility bills ,92.83
336,"Saint Petersburg, Russia",Internet 60mbps ,72.34
336,"Saint Petersburg, Russia",Gym monthly ,96.34
336,"Saint Petersburg, Russia",Cinema (1 ticket),17.29
336,"Saint Petersburg, Russia",Levi 501 Jeans,45.85
336,"Saint Petersburg, Russia",Nike runners,107.63
337,"Vigo, Spain",Food,72.72
337,"Vigo, Spain",Cigarettes 20 Pack,4.74
337,"Vigo, Spain",Public Transport,31.61
337,"Vigo, Spain",Petrol 50L ,94
337,"Vigo, Spain",Utility bills ,219.17
337,"Vigo, Spain",Internet 60mbps ,20.04
337,"Vigo, Spain",Gym monthly ,34.77
337,"Vigo, Spain",Cinema (1 ticket),9.48
337,"Vigo, Spain",Levi 501 Jeans,71.42
337,"Vigo, Spain",Nike runners,75.29
338,"Addis Ababa, Ethiopia",Food,60.59
338,"Addis Ababa, Ethiopia",Cigarettes 20 Pack,5.27
338,"Addis Ababa, Ethiopia",Public Transport,27.4
338,"Addis Ababa, Ethiopia",Petrol 50L ,107
338,"Addis Ababa, Ethiopia",Utility bills ,102.63
338,"Addis Ababa, Ethiopia",Internet 60mbps ,33.25
338,"Addis Ababa, Ethiopia",Gym monthly ,38.39
338,"Addis Ababa, Ethiopia",Cinema (1 ticket),6.64
338,"Addis Ababa, Ethiopia",Levi 501 Jeans,77.58
338,"Addis Ababa, Ethiopia",Nike runners,62.57
339,"Shenzhen, China",Food,63.03
339,"Shenzhen, China",Cigarettes 20 Pack,7.98
339,"Shenzhen, China",Public Transport,0
339,"Shenzhen, China",Petrol 50L ,30.5
339,"Shenzhen, China",Utility bills ,108.25
339,"Shenzhen, China",Internet 60mbps ,66.75
339,"Shenzhen, China",Gym monthly ,109.67
339,"Shenzhen, China",Cinema (1 ticket),15.96
339,"Shenzhen, China",Levi 501 Jeans,41.24
339,"Shenzhen, China",Nike runners,93.94
340,"Warsaw, Poland",Food,70.87
340,"Warsaw, Poland",Cigarettes 20 Pack,4.74
340,"Warsaw, Poland",Public Transport,31.09
340,"Warsaw, Poland",Petrol 50L ,97.5
340,"Warsaw, Poland",Utility bills ,205.18
340,"Warsaw, Poland",Internet 60mbps ,14.55
340,"Warsaw, Poland",Gym monthly ,32.99
340,"Warsaw, Poland",Cinema (1 ticket),8.43
340,"Warsaw, Poland",Levi 501 Jeans,74.57
340,"Warsaw, Poland",Nike runners,82.25
341,"Coimbra, Portugal",Food,74.48
341,"Coimbra, Portugal",Cigarettes 20 Pack,6.01
341,"Coimbra, Portugal",Public Transport,23.79
341,"Coimbra, Portugal",Petrol 50L ,96.5
341,"Coimbra, Portugal",Utility bills ,267.29
341,"Coimbra, Portugal",Internet 60mbps ,22.72
341,"Coimbra, Portugal",Gym monthly ,47.45
341,"Coimbra, Portugal",Cinema (1 ticket),8.85
341,"Coimbra, Portugal",Levi 501 Jeans,86.55
341,"Coimbra, Portugal",Nike runners,91.18
342,"Guatemala City, Guatemala",Food,69.56
342,"Guatemala City, Guatemala",Cigarettes 20 Pack,8.13
342,"Guatemala City, Guatemala",Public Transport,22.18
342,"Guatemala City, Guatemala",Petrol 50L ,19.5
342,"Guatemala City, Guatemala",Utility bills ,55.74
342,"Guatemala City, Guatemala",Internet 60mbps ,80.9
342,"Guatemala City, Guatemala",Gym monthly ,40.64
342,"Guatemala City, Guatemala",Cinema (1 ticket),4.81
342,"Guatemala City, Guatemala",Levi 501 Jeans,69.83
342,"Guatemala City, Guatemala",Nike runners,85.24
343,"Bucharest, Romania",Food,52.8
343,"Bucharest, Romania",Cigarettes 20 Pack,2
343,"Bucharest, Romania",Public Transport,30
343,"Bucharest, Romania",Petrol 50L ,75
343,"Bucharest, Romania",Utility bills ,60.67
343,"Bucharest, Romania",Internet 60mbps ,118.75
343,"Bucharest, Romania",Gym monthly ,35
343,"Bucharest, Romania",Cinema (1 ticket),6.5
343,"Bucharest, Romania",Levi 501 Jeans,17.78
343,"Bucharest, Romania",Nike runners,40.62
344,Data Unavailable for this city,No data for this city,0
345,Data Unavailable for this city,No data for this city,0
346,"Aveiro, Portugal",Food,45.46
346,"Aveiro, Portugal",Cigarettes 20 Pack,5.5
346,"Aveiro, Portugal",Public Transport,16.2
346,"Aveiro, Portugal",Petrol 50L ,37
346,"Aveiro, Portugal",Utility bills ,86.06
346,"Aveiro, Portugal",Internet 60mbps ,40.75
346,"Aveiro, Portugal",Gym monthly ,36.62
346,"Aveiro, Portugal",Cinema (1 ticket),6.12
346,"Aveiro, Portugal",Levi 501 Jeans,75
346,"Aveiro, Portugal",Nike runners,98.62
347,"Leiria, Portugal",Food,45.82
347,"Leiria, Portugal",Cigarettes 20 Pack,1.71
347,"Leiria, Portugal",Public Transport,25.2
347,"Leiria, Portugal",Petrol 50L ,17.5
347,"Leiria, Portugal",Utility bills ,123.31
347,"Leiria, Portugal",Internet 60mbps ,58.46
347,"Leiria, Portugal",Gym monthly ,34.73
347,"Leiria, Portugal",Cinema (1 ticket),7
347,"Leiria, Portugal",Levi 501 Jeans,25.72
347,"Leiria, Portugal",Nike runners,46.38
348,"Caracas, Venezuela",Food,60.84
348,"Caracas, Venezuela",Cigarettes 20 Pack,3.89
348,"Caracas, Venezuela",Public Transport,0
348,"Caracas, Venezuela",Petrol 50L ,63
348,"Caracas, Venezuela",Utility bills ,60.34
348,"Caracas, Venezuela",Internet 60mbps ,17.91
348,"Caracas, Venezuela",Gym monthly ,39.78
348,"Caracas, Venezuela",Cinema (1 ticket),7.2
348,"Caracas, Venezuela",Levi 501 Jeans,58.32
348,"Caracas, Venezuela",Nike runners,95.04
349,"Belgrade, Serbia",Food,62.1
349,"Belgrade, Serbia",Cigarettes 20 Pack,4.48
349,"Belgrade, Serbia",Public Transport,27.92
349,"Belgrade, Serbia",Petrol 50L ,91.5
349,"Belgrade, Serbia",Utility bills ,145.68
349,"Belgrade, Serbia",Internet 60mbps ,10.96
349,"Belgrade, Serbia",Gym monthly ,39.78
349,"Belgrade, Serbia",Cinema (1 ticket),8.43
349,"Belgrade, Serbia",Levi 501 Jeans,97.47
349,"Belgrade, Serbia",Nike runners,94.84
350,"Monterrey, Mexico",Food,65.06
350,"Monterrey, Mexico",Cigarettes 20 Pack,4.74
350,"Monterrey, Mexico",Public Transport,26.34
350,"Monterrey, Mexico",Petrol 50L ,84.5
350,"Monterrey, Mexico",Utility bills ,256.01
350,"Monterrey, Mexico",Internet 60mbps ,19.41
350,"Monterrey, Mexico",Gym monthly ,33.72
350,"Monterrey, Mexico",Cinema (1 ticket),7.9
350,"Monterrey, Mexico",Levi 501 Jeans,74.64
350,"Monterrey, Mexico",Nike runners,72.31
351,"Yekaterinburg, Russia",Food,47.02
351,"Yekaterinburg, Russia",Cigarettes 20 Pack,2.85
351,"Yekaterinburg, Russia",Public Transport,47.05
351,"Yekaterinburg, Russia",Petrol 50L ,62.5
351,"Yekaterinburg, Russia",Utility bills ,95.97
351,"Yekaterinburg, Russia",Internet 60mbps ,49.3
351,"Yekaterinburg, Russia",Gym monthly ,36.64
351,"Yekaterinburg, Russia",Cinema (1 ticket),5.7
351,"Yekaterinburg, Russia",Levi 501 Jeans,43.48
351,"Yekaterinburg, Russia",Nike runners,78.03
352,"Phuket, Thailand",Food,65
352,"Phuket, Thailand",Cigarettes 20 Pack,4.59
352,"Phuket, Thailand",Public Transport,91.41
352,"Phuket, Thailand",Petrol 50L ,63.5
352,"Phuket, Thailand",Utility bills ,86.9
352,"Phuket, Thailand",Internet 60mbps ,46.85
352,"Phuket, Thailand",Gym monthly ,39.97
352,"Phuket, Thailand",Cinema (1 ticket),5.94
352,"Phuket, Thailand",Levi 501 Jeans,61.14
352,"Phuket, Thailand",Nike runners,105.12
353,"Yerevan, Armenia",Food,66.18
353,"Yerevan, Armenia",Cigarettes 20 Pack,4.74
353,"Yerevan, Armenia",Public Transport,29.5
353,"Yerevan, Armenia",Petrol 50L ,91
353,"Yerevan, Armenia",Utility bills ,174.49
353,"Yerevan, Armenia",Internet 60mbps ,13.17
353,"Yerevan, Armenia",Gym monthly ,32.23
353,"Yerevan, Armenia",Cinema (1 ticket),8.43
353,"Yerevan, Armenia",Levi 501 Jeans,72.59
353,"Yerevan, Armenia",Nike runners,79.03
354,"Budva, Montenegro",Food,49.14
354,"Budva, Montenegro",Cigarettes 20 Pack,2.29
354,"Budva, Montenegro",Public Transport,22.44
354,"Budva, Montenegro",Petrol 50L ,53.5
354,"Budva, Montenegro",Utility bills ,92.44
354,"Budva, Montenegro",Internet 60mbps ,48.6
354,"Budva, Montenegro",Gym monthly ,39.31
354,"Budva, Montenegro",Cinema (1 ticket),3.45
354,"Budva, Montenegro",Levi 501 Jeans,52.88
354,"Budva, Montenegro",Nike runners,74.79
355,"Osijek, Croatia",Food,65.31
355,"Osijek, Croatia",Cigarettes 20 Pack,1.5
355,"Osijek, Croatia",Public Transport,10.62
355,"Osijek, Croatia",Petrol 50L ,59
355,"Osijek, Croatia",Utility bills ,123
355,"Osijek, Croatia",Internet 60mbps ,35.25
355,"Osijek, Croatia",Gym monthly ,75.81
355,"Osijek, Croatia",Cinema (1 ticket),5
355,"Osijek, Croatia",Levi 501 Jeans,22
355,"Osijek, Croatia",Nike runners,88.57
356,"Tbilisi, Georgia",Food,51.79
356,"Tbilisi, Georgia",Cigarettes 20 Pack,2.9
356,"Tbilisi, Georgia",Public Transport,62.48
356,"Tbilisi, Georgia",Petrol 50L ,71.5
356,"Tbilisi, Georgia",Utility bills ,106.1
356,"Tbilisi, Georgia",Internet 60mbps ,49.89
356,"Tbilisi, Georgia",Gym monthly ,32.4
356,"Tbilisi, Georgia",Cinema (1 ticket),5.7
356,"Tbilisi, Georgia",Levi 501 Jeans,47.75
356,"Tbilisi, Georgia",Nike runners,85.41
357,"Cluj-Napoca, Romania",Food,56.44
357,"Cluj-Napoca, Romania",Cigarettes 20 Pack,4.47
357,"Cluj-Napoca, Romania",Public Transport,38.39
357,"Cluj-Napoca, Romania",Petrol 50L ,80
357,"Cluj-Napoca, Romania",Utility bills ,146.95
357,"Cluj-Napoca, Romania",Internet 60mbps ,23.28
357,"Cluj-Napoca, Romania",Gym monthly ,32.07
357,"Cluj-Napoca, Romania",Cinema (1 ticket),5.1
357,"Cluj-Napoca, Romania",Levi 501 Jeans,73.29
357,"Cluj-Napoca, Romania",Nike runners,69.8
358,"Tijuana, Mexico",Food,64.64
358,"Tijuana, Mexico",Cigarettes 20 Pack,5.75
358,"Tijuana, Mexico",Public Transport,23.79
358,"Tijuana, Mexico",Petrol 50L ,97.5
358,"Tijuana, Mexico",Utility bills ,236.71
358,"Tijuana, Mexico",Internet 60mbps ,22.65
358,"Tijuana, Mexico",Gym monthly ,43.15
358,"Tijuana, Mexico",Cinema (1 ticket),8.65
358,"Tijuana, Mexico",Levi 501 Jeans,79.53
358,"Tijuana, Mexico",Nike runners,84.19
359,"Harare, Zimbabwe",Food,75.09
359,"Harare, Zimbabwe",Cigarettes 20 Pack,3.2
359,"Harare, Zimbabwe",Public Transport,38.4
359,"Harare, Zimbabwe",Petrol 50L ,42.5
359,"Harare, Zimbabwe",Utility bills ,145.92
359,"Harare, Zimbabwe",Internet 60mbps ,8.3
359,"Harare, Zimbabwe",Gym monthly ,52.91
359,"Harare, Zimbabwe",Cinema (1 ticket),8
359,"Harare, Zimbabwe",Levi 501 Jeans,104.54
359,"Harare, Zimbabwe",Nike runners,137.04
360,Data Unavailable for this city,No data for this city,0
361,"Hangzhou, China",Food,49.36
361,"Hangzhou, China",Cigarettes 20 Pack,1.92
361,"Hangzhou, China",Public Transport,51.73
361,"Hangzhou, China",Petrol 50L ,62
361,"Hangzhou, China",Utility bills ,69.31
361,"Hangzhou, China",Internet 60mbps ,18.82
361,"Hangzhou, China",Gym monthly ,29.38
361,"Hangzhou, China",Cinema (1 ticket),7.66
361,"Hangzhou, China",Levi 501 Jeans,42.77
361,"Hangzhou, China",Nike runners,74.51
362,"Krakow (Cracow), Poland",Food,59.43
362,"Krakow (Cracow), Poland",Cigarettes 20 Pack,3.56
362,"Krakow (Cracow), Poland",Public Transport,10.51
362,"Krakow (Cracow), Poland",Petrol 50L ,54
362,"Krakow (Cracow), Poland",Utility bills ,88.2
362,"Krakow (Cracow), Poland",Internet 60mbps ,46.81
362,"Krakow (Cracow), Poland",Gym monthly ,51.65
362,"Krakow (Cracow), Poland",Cinema (1 ticket),6.37
362,"Krakow (Cracow), Poland",Levi 501 Jeans,55.76
362,"Krakow (Cracow), Poland",Nike runners,98.07
363,"Wroclaw, Poland",Food,42.1
363,"Wroclaw, Poland",Cigarettes 20 Pack,1.71
363,"Wroclaw, Poland",Public Transport,5.32
363,"Wroclaw, Poland",Petrol 50L ,56.5
363,"Wroclaw, Poland",Utility bills ,92.87
363,"Wroclaw, Poland",Internet 60mbps ,44.53
363,"Wroclaw, Poland",Gym monthly ,41.33
363,"Wroclaw, Poland",Cinema (1 ticket),4.29
363,"Wroclaw, Poland",Levi 501 Jeans,13.47
363,"Wroclaw, Poland",Nike runners,74.3
364,"Novosibirsk, Russia",Food,51.92
364,"Novosibirsk, Russia",Cigarettes 20 Pack,3.99
364,"Novosibirsk, Russia",Public Transport,22.79
364,"Novosibirsk, Russia",Petrol 50L ,23.5
364,"Novosibirsk, Russia",Utility bills ,43.82
364,"Novosibirsk, Russia",Internet 60mbps ,23.13
364,"Novosibirsk, Russia",Gym monthly ,33.62
364,"Novosibirsk, Russia",Cinema (1 ticket),3.65
364,"Novosibirsk, Russia",Levi 501 Jeans,45.01
364,"Novosibirsk, Russia",Nike runners,55.56
365,"Tirana, Albania",Food,61.18
365,"Tirana, Albania",Cigarettes 20 Pack,2.3
365,"Tirana, Albania",Public Transport,45.98
365,"Tirana, Albania",Petrol 50L ,63
365,"Tirana, Albania",Utility bills ,69.27
365,"Tirana, Albania",Internet 60mbps ,21.55
365,"Tirana, Albania",Gym monthly ,25.04
365,"Tirana, Albania",Cinema (1 ticket),8.62
365,"Tirana, Albania",Levi 501 Jeans,58.83
365,"Tirana, Albania",Nike runners,83.76
366,"Constanta, Romania",Food,53.39
366,"Constanta, Romania",Cigarettes 20 Pack,1.92
366,"Constanta, Romania",Public Transport,48.09
366,"Constanta, Romania",Petrol 50L ,69
366,"Constanta, Romania",Utility bills ,93.12
366,"Constanta, Romania",Internet 60mbps ,20.1
366,"Constanta, Romania",Gym monthly ,27.66
366,"Constanta, Romania",Cinema (1 ticket),6.71
366,"Constanta, Romania",Levi 501 Jeans,40.99
